placement,device_type,traffic_source,brand_name,category,recommendation_impressions,recommendation_clicks,recommendation_purchases,sessions_reached,customers_reached,recommendation_ctr_pct,recommendation_cvr_pct,recommendation_purchase_rate_pct,avg_rec_rank,avg_product_price,avg_product_rating,total_loves_signal,recommendation_action_segment
cart_cross_sell,desktop,email,Murad,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,48.0,3.99,22065.0,High Interest Low Purchase
cart_cross_sell,mobile_app,paid_search,Drybar,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,14.0,3.74,8321.0,High Interest Low Purchase
home_recs,tablet,paid_search,Kiehl's Since 1851,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,22.0,4.64,17000.0,High Interest Low Purchase
pdp_similar,tablet,paid_search,KVD Beauty,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,22.0,4.19,29159.0,High Interest Low Purchase
email_recs,mobile_app,influencer,Violet Voss,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,42.0,4.8,6367.0,High Interest Low Purchase
home_recs,tablet,organic,The Phluid Project,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,20.0,4.89,761.0,High Interest Low Purchase
email_recs,mobile_web,affiliate,SOBEL SKIN Rx,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,75.0,4.16,1702.0,High Interest Low Purchase
pdp_similar,mobile_app,paid_search,MAKE UP FOR EVER,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,29.0,4.29,1031.0,High Interest Low Purchase
home_recs,desktop,paid_social,RIES,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,18.0,4.4,5692.0,High Interest Low Purchase
home_recs,mobile_web,email,Benefit Cosmetics,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,39.0,4.77,1773.0,High Interest Low Purchase
cart_cross_sell,mobile_app,influencer,19-69,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,30.0,3.57,1206.0,High Interest Low Purchase
pdp_similar,tablet,influencer,Versace,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,32.0,4.5,4523.0,High Interest Low Purchase
pdp_similar,tablet,direct,Acqua di Parma,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,82.0,4.29,601.0,High Interest Low Purchase
cart_cross_sell,mobile_web,paid_search,Glow Recipe,Mini Size,2,2.0,0.0,2,2,100.0,0.0,0.0,1.5,21.0,4.68,49230.0,High Interest Low Purchase
pdp_similar,mobile_web,influencer,Jo Malone London,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,38.0,4.07,6996.0,High Interest Low Purchase
cart_cross_sell,mobile_web,email,Dr. Barbara Sturm,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,125.0,4.09,2304.0,High Interest Low Purchase
pdp_similar,tablet,affiliate,Fashion Fair,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,28.0,4.66,12955.0,High Interest Low Purchase
email_recs,tablet,affiliate,Sol de Janeiro,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,28.0,4.49,65252.0,High Interest Low Purchase
email_recs,tablet,organic,HERETIC,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,165.0,5.0,1024.0,High Interest Low Purchase
pdp_similar,tablet,paid_search,Kulfi,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,20.0,4.56,27774.0,High Interest Low Purchase
email_recs,desktop,direct,Dolce&Gabbana,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,29.0,2.56,2159.0,High Interest Low Purchase
pdp_similar,desktop,influencer,Valentino,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,52.0,4.36,20785.0,High Interest Low Purchase
home_recs,tablet,affiliate,SUNDAY II SUNDAY,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,15.0,4.25,2734.0,High Interest Low Purchase
email_recs,desktop,influencer,stila,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,24.0,4.34,398429.0,High Interest Low Purchase
pdp_similar,desktop,paid_social,Charlotte Tilbury,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,7.0,4.41,11872.0,High Interest Low Purchase
home_recs,mobile_web,affiliate,Juliette Has a Gun,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,24.0,4.06,3441.0,High Interest Low Purchase
email_recs,desktop,organic,bareMinerals,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,65.0,4.43,7614.0,High Interest Low Purchase
cart_cross_sell,mobile_web,organic,COLOR WOW,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,12.0,4.33,6091.0,High Interest Low Purchase
email_recs,desktop,influencer,CLEAN RESERVE,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,29.0,4.47,17224.0,High Interest Low Purchase
pdp_similar,desktop,direct,The Original MakeUp Eraser,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,15.0,3.53,10279.0,High Interest Low Purchase
cart_cross_sell,mobile_app,influencer,Oribe,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,65.0,4.68,5242.0,High Interest Low Purchase
home_recs,tablet,influencer,LAWLESS,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,28.0,5.0,2246.0,High Interest Low Purchase
home_recs,desktop,paid_search,caliray,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,48.0,4.5,789.0,High Interest Low Purchase
email_recs,tablet,paid_search,TWEEZERMAN,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,26.0,3.04,4548.0,High Interest Low Purchase
email_recs,tablet,organic,Ceremonia,Hair,2,2.0,0.0,2,2,100.0,0.0,0.0,3.0,28.5,4.27,7583.0,High Interest Low Purchase
home_recs,mobile_app,direct,The Ordinary,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,13.0,2.67,10485.0,High Interest Low Purchase
email_recs,tablet,paid_search,Kate McLeod,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,45.0,4.67,5089.0,High Interest Low Purchase
cart_cross_sell,mobile_web,organic,The Nue Co.,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,88.0,5.0,1398.0,High Interest Low Purchase
home_recs,tablet,affiliate,Valentino,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,58.0,4.26,4000.0,High Interest Low Purchase
pdp_similar,mobile_app,influencer,Glow Recipe,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,21.0,4.68,24615.0,High Interest Low Purchase
home_recs,mobile_web,influencer,Kate Somerville,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,22.0,4.34,21018.0,High Interest Low Purchase
cart_cross_sell,desktop,paid_search,Supergoop!,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,14.0,4.0,12909.0,High Interest Low Purchase
email_recs,desktop,organic,BeautyBio,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,59.0,4.47,7755.0,High Interest Low Purchase
home_recs,mobile_web,organic,Kopari,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,29.0,3.25,2937.0,High Interest Low Purchase
pdp_similar,desktop,organic,Donna Karan,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,30.0,4.4,4932.0,High Interest Low Purchase
pdp_similar,mobile_app,direct,AERIN,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,35.0,4.19,11147.0,High Interest Low Purchase
cart_cross_sell,mobile_web,influencer,Maison Louis Marie,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,65.0,4.27,1694.0,High Interest Low Purchase
email_recs,mobile_web,email,Koh Gen Do,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,23.0,4.48,23197.0,High Interest Low Purchase
cart_cross_sell,mobile_web,paid_search,goop,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,15.0,4.22,4558.0,High Interest Low Purchase
cart_cross_sell,mobile_web,paid_search,TWEEZERMAN,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,10.0,2.71,5661.0,High Interest Low Purchase
home_recs,mobile_app,paid_search,Vegamour,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,72.0,4.36,6833.0,High Interest Low Purchase
pdp_similar,desktop,influencer,Josie Maran,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,28.0,4.29,19544.0,High Interest Low Purchase
email_recs,tablet,organic,The Maker,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,175.0,4.29,22.0,High Interest Low Purchase
cart_cross_sell,desktop,paid_social,IGK,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,16.0,3.22,2005.0,High Interest Low Purchase
cart_cross_sell,mobile_web,email,Charlotte Tilbury,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,19.0,4.02,313943.0,High Interest Low Purchase
pdp_similar,mobile_web,paid_search,Dior,Men,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,70.0,4.29,909.0,High Interest Low Purchase
pdp_similar,mobile_web,influencer,Overose,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,58.0,2.33,1455.0,High Interest Low Purchase
cart_cross_sell,mobile_web,email,Soleil Toujours,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,58.0,3.8,1375.0,High Interest Low Purchase
cart_cross_sell,desktop,affiliate,ILIA,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,46.0,4.4,35799.0,High Interest Low Purchase
cart_cross_sell,mobile_web,email,Jack Black,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,24.0,3.3,1219.0,High Interest Low Purchase
email_recs,desktop,paid_search,RANAVAT,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,35.0,4.78,4293.0,High Interest Low Purchase
email_recs,mobile_app,affiliate,House of Lashes,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,9.0,4.29,85196.0,High Interest Low Purchase
pdp_similar,desktop,organic,Origins,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,41.0,4.42,9188.0,High Interest Low Purchase
email_recs,mobile_app,email,Drunk Elephant,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,18.0,4.0,4894.0,High Interest Low Purchase
pdp_similar,mobile_web,organic,Summer Fridays,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,42.0,4.47,84197.0,High Interest Low Purchase
cart_cross_sell,mobile_app,email,goop,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,15.0,4.22,4558.0,High Interest Low Purchase
home_recs,desktop,email,MACRENE actives,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,95.0,4.77,422.0,High Interest Low Purchase
email_recs,mobile_app,paid_search,Overose,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,58.0,3.36,2332.0,High Interest Low Purchase
email_recs,mobile_app,influencer,Dr. Barbara Sturm,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,40.0,3.54,9142.0,High Interest Low Purchase
pdp_similar,tablet,organic,HUDA BEAUTY,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,32.0,4.6,13004.0,High Interest Low Purchase
cart_cross_sell,tablet,paid_search,TWEEZERMAN,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,28.0,4.32,15943.0,High Interest Low Purchase
home_recs,desktop,affiliate,Dr. Dennis Gross Skincare,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,20.0,4.61,93021.0,High Interest Low Purchase
email_recs,desktop,influencer,Blinc,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,26.0,3.38,4488.0,High Interest Low Purchase
pdp_similar,tablet,direct,HERETIC,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,65.0,3.34,5365.0,High Interest Low Purchase
cart_cross_sell,tablet,email,By Rosie Jane,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,15.0,3.0,1162.0,High Interest Low Purchase
cart_cross_sell,mobile_web,paid_social,SEPHORA COLLECTION,Gifts,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,50.0,5.0,0.0,High Interest Low Purchase
home_recs,tablet,paid_social,Dr. Brandt Skincare,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,48.0,4.27,108740.0,High Interest Low Purchase
home_recs,tablet,paid_social,HERMÈS,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,47.0,4.11,2300.0,High Interest Low Purchase
pdp_similar,mobile_app,affiliate,Kate McLeod,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,12.0,4.78,2769.0,High Interest Low Purchase
cart_cross_sell,desktop,direct,Josie Maran,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,17.0,4.4,3627.0,High Interest Low Purchase
home_recs,mobile_app,direct,REN Clean Skincare,Makeup,2,2.0,0.0,2,2,100.0,0.0,0.0,2.0,49.0,4.51,53094.0,High Interest Low Purchase
pdp_similar,desktop,influencer,Josie Maran,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,69.0,4.41,15095.0,High Interest Low Purchase
pdp_similar,mobile_web,influencer,Drybar,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,14.0,3.74,8321.0,High Interest Low Purchase
cart_cross_sell,tablet,organic,Augustinus Bader,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,83.0,3.98,1819.0,High Interest Low Purchase
email_recs,desktop,paid_search,Dolce&Gabbana,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,29.0,2.56,2159.0,High Interest Low Purchase
pdp_similar,desktop,influencer,Oribe,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,48.0,4.41,5777.0,High Interest Low Purchase
cart_cross_sell,tablet,organic,Alpha-H,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,106.0,4.6,6057.0,High Interest Low Purchase
cart_cross_sell,desktop,influencer,Bobbi Brown,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,82.0,4.1,17977.0,High Interest Low Purchase
pdp_similar,mobile_web,email,NUDESTIX,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,29.0,4.3,40664.0,High Interest Low Purchase
cart_cross_sell,mobile_app,email,StriVectin,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,35.0,4.83,3374.0,High Interest Low Purchase
cart_cross_sell,mobile_web,influencer,Topicals,Bath & Body,2,2.0,0.0,2,2,100.0,0.0,0.0,2.0,30.0,4.45,72746.0,High Interest Low Purchase
home_recs,desktop,influencer,Flora + Bast,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,77.0,4.47,4350.0,High Interest Low Purchase
home_recs,tablet,email,HERETIC,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,165.0,3.34,3614.0,High Interest Low Purchase
cart_cross_sell,desktop,email,Jack Black,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,38.0,4.29,415.0,High Interest Low Purchase
home_recs,tablet,paid_social,BREAD BEAUTY SUPPLY,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,34.0,4.83,7877.0,High Interest Low Purchase
email_recs,desktop,direct,NUDESTIX,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,9.0,4.33,14631.0,High Interest Low Purchase
home_recs,mobile_app,paid_search,HUDA BEAUTY,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,31.0,4.29,1875.0,High Interest Low Purchase
pdp_similar,desktop,paid_search,Jack Black,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,16.0,4.69,6511.0,High Interest Low Purchase
cart_cross_sell,desktop,influencer,LYS Beauty,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,19.0,4.21,28006.0,High Interest Low Purchase
home_recs,mobile_app,influencer,dpHUE,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,53.0,4.17,12732.0,High Interest Low Purchase
pdp_similar,desktop,paid_search,Augustinus Bader,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,150.0,4.52,2470.0,High Interest Low Purchase
home_recs,tablet,influencer,Dior,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,100.0,4.45,2435.0,High Interest Low Purchase
email_recs,desktop,direct,T3,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,89.0,4.21,18706.0,High Interest Low Purchase
pdp_similar,tablet,direct,Jouer Cosmetics,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,34.0,3.5,5122.0,High Interest Low Purchase
home_recs,desktop,affiliate,First Aid Beauty,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,12.0,4.3,32991.0,High Interest Low Purchase
pdp_similar,mobile_web,paid_social,INC.redible,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,25.0,4.29,560.0,High Interest Low Purchase
email_recs,mobile_app,organic,Capri Blue,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,14.0,4.0,1313.0,High Interest Low Purchase
cart_cross_sell,desktop,paid_social,Briogeo,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,15.0,3.92,40091.0,High Interest Low Purchase
cart_cross_sell,mobile_web,organic,OUAI,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,14.0,3.58,43660.0,High Interest Low Purchase
pdp_similar,desktop,direct,Dr. Dennis Gross Skincare,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,20.0,4.51,65775.0,High Interest Low Purchase
cart_cross_sell,mobile_app,affiliate,Prima,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,56.0,4.8,12214.0,High Interest Low Purchase
pdp_similar,tablet,affiliate,Kosas,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,14.0,3.43,11598.0,High Interest Low Purchase
home_recs,mobile_app,organic,Murad,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,48.0,3.99,22065.0,High Interest Low Purchase
home_recs,tablet,organic,Summer Fridays,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,44.0,4.74,41405.0,High Interest Low Purchase
cart_cross_sell,mobile_web,affiliate,NEST New York,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,22.0,4.29,1177.0,High Interest Low Purchase
home_recs,desktop,influencer,Glossier,Makeup,2,2.0,0.0,2,2,100.0,0.0,0.0,2.5,17.5,4.1,55761.0,High Interest Low Purchase
pdp_similar,tablet,email,Community Sixty-Six,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,25.0,3.5,867.0,High Interest Low Purchase
cart_cross_sell,desktop,influencer,KVD Beauty,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,13.0,3.12,4066.0,High Interest Low Purchase
pdp_similar,tablet,influencer,ghd,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,299.0,4.32,11852.0,High Interest Low Purchase
home_recs,desktop,direct,Oribe,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,20.0,4.29,0.0,High Interest Low Purchase
cart_cross_sell,tablet,email,Maison Louis Marie,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,38.0,3.88,1867.0,High Interest Low Purchase
email_recs,desktop,direct,Natasha Denona,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,27.0,4.69,19440.0,High Interest Low Purchase
email_recs,mobile_web,influencer,Good Dye Young,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,18.0,3.32,14360.0,High Interest Low Purchase
cart_cross_sell,desktop,affiliate,Evian,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,17.0,4.56,27905.0,High Interest Low Purchase
home_recs,desktop,paid_search,Aquis,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,50.0,4.9,3942.0,High Interest Low Purchase
cart_cross_sell,mobile_web,paid_social,Montblanc,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,25.0,4.87,1653.0,High Interest Low Purchase
cart_cross_sell,desktop,paid_search,Juicy Couture,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,86.0,4.57,15139.0,High Interest Low Purchase
email_recs,mobile_web,organic,Overose,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,58.0,2.33,1455.0,High Interest Low Purchase
email_recs,tablet,influencer,Dr. Brandt Skincare,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,44.0,3.89,16237.0,High Interest Low Purchase
home_recs,tablet,paid_search,JLo Beauty,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,65.0,4.07,11991.0,High Interest Low Purchase
pdp_similar,mobile_app,influencer,caliray,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,48.0,4.5,789.0,High Interest Low Purchase
pdp_similar,desktop,affiliate,PMD,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,149.0,4.29,3044.0,High Interest Low Purchase
home_recs,tablet,influencer,The Ordinary,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,7.2,3.84,109679.0,High Interest Low Purchase
pdp_similar,mobile_app,affiliate,NEST New York,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,22.0,4.29,1177.0,High Interest Low Purchase
pdp_similar,mobile_app,email,StriVectin,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,39.0,4.59,5673.0,High Interest Low Purchase
home_recs,mobile_web,influencer,RANAVAT,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,70.0,4.61,5340.0,High Interest Low Purchase
email_recs,mobile_app,affiliate,Laura Mercier,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,29.0,4.2,39584.0,High Interest Low Purchase
cart_cross_sell,mobile_web,influencer,SOBEL SKIN Rx,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,65.0,4.5,1832.0,High Interest Low Purchase
pdp_similar,desktop,direct,Fable & Mane,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,16.0,4.36,28612.0,High Interest Low Purchase
home_recs,mobile_app,paid_social,PHLUR,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,36.0,4.29,94.0,High Interest Low Purchase
cart_cross_sell,desktop,paid_search,HUM Nutrition,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,40.0,4.53,7623.0,High Interest Low Purchase
email_recs,tablet,email,SEPHORA COLLECTION,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,9.0,3.83,4034.0,High Interest Low Purchase
pdp_similar,tablet,influencer,Augustinus Bader,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,160.0,4.0,1671.0,High Interest Low Purchase
email_recs,mobile_web,paid_search,SEPHORA COLLECTION,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,18.0,2.13,1333.0,High Interest Low Purchase
pdp_similar,tablet,paid_social,Josie Maran,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,12.0,4.12,12584.0,High Interest Low Purchase
pdp_similar,mobile_web,affiliate,AERIN,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,35.0,4.26,20562.0,High Interest Low Purchase
cart_cross_sell,tablet,email,LANEIGE,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,27.0,4.57,43168.0,High Interest Low Purchase
email_recs,desktop,direct,ROSE INC,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,20.0,4.66,7439.0,High Interest Low Purchase
email_recs,desktop,email,Glossier,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,5.0,30.0,3.7,20736.0,High Interest Low Purchase
cart_cross_sell,desktop,direct,DERMAFLASH,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,29.0,4.29,1352.0,High Interest Low Purchase
email_recs,tablet,influencer,Urban Decay,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,50.0,4.05,51066.0,High Interest Low Purchase
home_recs,desktop,email,goop,Hair,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,55.0,4.22,11210.0,High Interest Low Purchase
cart_cross_sell,tablet,organic,AERIN,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,35.0,4.19,11147.0,High Interest Low Purchase
pdp_similar,desktop,influencer,Wander Beauty,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,12.0,4.17,6722.0,High Interest Low Purchase
cart_cross_sell,desktop,organic,Blinc,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,26.0,3.65,26153.0,High Interest Low Purchase
home_recs,tablet,direct,Peace Out,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,28.0,4.58,11314.0,High Interest Low Purchase
cart_cross_sell,tablet,organic,Kulfi,Makeup,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,26.0,4.56,23446.0,High Interest Low Purchase
email_recs,tablet,influencer,Slip,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,6.0,50.0,3.78,45835.0,High Interest Low Purchase
cart_cross_sell,tablet,paid_search,HERMÈS,Fragrance,1,1.0,0.0,1,1,100.0,0.0,0.0,4.0,141.0,4.17,1951.0,High Interest Low Purchase
email_recs,mobile_app,paid_social,COOLA,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,28.0,3.88,2307.0,High Interest Low Purchase
cart_cross_sell,mobile_web,email,MAKE UP FOR EVER,Tools & Brushes,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,125.0,4.51,14446.0,High Interest Low Purchase
pdp_similar,desktop,paid_social,HERMÈS,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,62.0,3.0,762.0,High Interest Low Purchase
email_recs,desktop,direct,Hourglass,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,110.0,4.89,278.0,High Interest Low Purchase
pdp_similar,tablet,email,OUAI,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,3.0,28.0,4.78,2870.0,High Interest Low Purchase
cart_cross_sell,desktop,organic,RANAVAT,Mini Size,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,35.0,4.78,4293.0,High Interest Low Purchase
pdp_similar,tablet,affiliate,JLo Beauty,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,2.0,59.0,4.16,8948.0,High Interest Low Purchase
email_recs,desktop,influencer,belif,Bath & Body,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,30.0,4.5,6444.0,High Interest Low Purchase
email_recs,mobile_app,affiliate,CANOPY,Skincare,1,1.0,0.0,1,1,100.0,0.0,0.0,1.0,150.0,4.44,7559.0,High Interest Low Purchase
